,Name,Roll_no,Age,Gender,Branch,Internships,CGPA,Hostel,Backlogs,PlacedOrNot
1130,Bibek,cv15b1296,21,Male,Civil,3,9.28,0,0,1
1131,Amaira,cs15b1668,20,Female,Computer Science,0,6.32,1,1,0
1132,Abhijit,el15b1151,26,Male,Electrical,0,7.02,1,0,0
1133,Virat,ec15b1253,20,Male,Electronics And Communication,1,8.33,1,1,1
1134,Ajinkya,ec15b1064,22,Male,Electronics And Communication,1,8.14,0,1,1
1135,Krishnappa,el15b1012,22,Male,Electrical,1,8.19,0,0,1
1136,Shridhar,cs15b1621,21,Male,Computer Science,0,7.19,0,1,0
1137,Angad,it15b1409,22,Male,Information Technology,0,6.09,0,0,0
1138,Oommen,me15b1318,19,Male,Mechanical,0,7.28,1,0,0
1139,Aadhira,it15b1570,21,Female,Information Technology,0,6.28,0,0,0
1140,Jalaj,ec15b1108,22,Male,Electronics And Communication,1,8.45,0,0,1
1141,Ishita,el15b1315,21,Female,Electrical,0,8.15,0,0,1
1142,Venkata Swamy,cv15b1096,22,Male,Civil,0,7.23,0,1,0
1143,Sneha,it15b1560,20,Female,Information Technology,1,6.0,0,0,0
1144,Abhishek,it15b1669,21,Male,Information Technology,1,7.44,0,0,0
1145,Ganpatrao,el15b1073,22,Male,Electrical,2,8.26,0,0,1
1146,Ziva,it15b1031,23,Female,Information Technology,1,7.25,1,0,1
1147,Amaira,el15b1287,21,Female,Electrical,1,8.42,0,0,1
1148,Sahil,ec15b1005,22,Male,Electronics And Communication,0,7.22,0,0,0
1149,Arushi,ec15b1051,21,Female,Electronics And Communication,1,7.04,0,0,0
1150,Amrik,cs15b1226,21,Male,Computer Science,0,8.32,0,1,1
1151,Amaya,it15b1389,23,Female,Information Technology,0,7.47,0,1,0
1152,Tara,el15b1256,19,Female,Electrical,2,7.05,0,1,1
1153,Yogesh,cs15b1732,21,Male,Computer Science,1,8.12,1,0,1
1154,Binu,el15b1299,20,Male,Electrical,1,7.28,0,1,1
1155,Tanuj,cs15b1762,22,Male,Computer Science,1,8.17,1,0,1
1156,Avni,it15b1215,21,Female,Information Technology,1,8.03,0,0,1
1157,Uday,it15b1115,21,Male,Information Technology,1,8.11,0,1,1
1158,Prakash,cs15b1334,25,Male,Computer Science,2,6.03,0,0,1
1159,Anshika,me15b1181,22,Female,Mechanical,0,8.47,1,0,1
1160,Saanvi,el15b1109,22,Female,Electrical,0,8.13,0,1,1
1161,Varghese,it15b1154,22,Male,Information Technology,0,7.23,0,0,0
1162,Avisha,ec15b1293,19,Female,Electronics And Communication,0,9.25,0,0,1
1163,Saina,cv15b1225,21,Female,Civil,1,8.22,0,0,1
1164,Avya,cv15b1294,21,Female,Civil,0,9.27,1,0,1
1165,Birendra,it15b1175,21,Male,Information Technology,0,6.44,0,0,1
1166,Saiya,it15b1133,21,Female,Information Technology,0,6.13,0,0,0
1167,Avni,me15b1365,21,Female,Mechanical,0,6.11,1,0,0
1168,Sundar,cs15b1179,22,Male,Computer Science,1,8.31,0,0,1
1169,Arvind,cs15b1391,24,Male,Computer Science,0,6.14,0,0,1
1170,Paridhi,it15b1323,24,Male,Information Technology,1,7.33,0,0,0
1171,Alisha,ec15b1158,21,Female,Electronics And Communication,1,8.16,0,0,1
1172,Krishnappa,cs15b1404,22,Male,Computer Science,0,7.36,0,0,0
1173,Vineet,ec15b1320,20,Male,Electronics And Communication,0,6.49,0,0,0
1174,Kulbhushan,cs15b1550,22,Male,Computer Science,2,8.27,0,0,1
1175,Aairah,cs15b1036,24,Female,Computer Science,2,5.06,0,0,1
1176,Sanjay,el15b1044,21,Male,Electrical,0,6.2,0,0,0
1177,Aritra,it15b1196,21,Male,Information Technology,1,6.29,0,0,1
1178,Hitendra,cs15b1407,21,Male,Computer Science,0,8.28,1,1,1
1179,Rajan,it15b1525,19,Male,Information Technology,1,9.36,1,0,1
1180,Govindrao,ec15b1146,22,Male,Electronics And Communication,2,7.01,0,1,0
1181,Giridhar,el15b1331,23,Male,Electrical,1,8.02,0,0,1
1182,Jalaj,it15b1367,22,Male,Information Technology,1,8.34,1,0,1
1183,Binu,it15b1156,22,Male,Information Technology,1,7.42,0,0,0
1184,Anupam,it15b1520,20,Male,Information Technology,1,7.44,0,0,1
1185,Aradhya,it15b1557,21,Female,Information Technology,0,7.31,0,0,0
1186,Vallathol,ec15b1098,22,Male,Electronics And Communication,0,7.19,0,0,0
1187,Hitendra,cs15b1518,21,Male,Computer Science,1,8.23,0,0,1
1188,Phani,it15b1213,21,Male,Information Technology,1,6.07,1,0,0
1189,Chamaraja,el15b1224,21,Male,Electrical,1,8.02,0,0,1
1190,Giridhar,it15b1343,21,Male,Information Technology,2,6.1,0,0,1
1191,Upendra,cs15b1577,20,Male,Computer Science,0,9.45,1,1,1
1192,Riva,it15b1530,19,Female,Information Technology,1,7.24,0,0,0
1193,Kulbhushan,cs15b1360,22,Male,Computer Science,0,6.18,0,0,0
1194,Ashu,cs15b1114,21,Male,Computer Science,0,7.22,0,0,0
1195,Mahendra,el15b1025,21,Male,Electrical,1,7.29,0,0,1
1196,Ananya,cv15b1073,21,Female,Civil,1,6.09,0,0,0
1197,Shanaya,cs15b1243,22,Female,Computer Science,0,8.29,0,0,1
1198,Anshi,cv15b1008,21,Female,Civil,0,8.46,0,0,1
1199,Prakash,el15b1318,20,Male,Electrical,0,6.32,0,0,0
1200,Ishita,cs15b1447,23,Female,Computer Science,3,6.31,0,0,1
1201,Srinivas,it15b1655,21,Male,Information Technology,0,6.5,0,1,0
1202,Arun,me15b1149,21,Male,Mechanical,2,8.28,1,1,1
1203,Kiara,cs15b1138,21,Female,Computer Science,2,7.46,0,0,1
1204,Aadhya,me15b1298,20,Female,Mechanical,0,6.2,1,0,0
1205,Inaaya,it15b1094,21,Female,Information Technology,1,6.33,1,0,0
1206,Suneet,cs15b1392,24,Male,Computer Science,2,6.01,0,0,1
1207,Anika,ec15b1197,22,Female,Electronics And Communication,0,6.07,0,0,0
1208,Amarjit,me15b1089,21,Male,Mechanical,1,6.33,1,1,0
1209,Aadhya,cv15b1025,21,Female,Civil,0,6.02,1,0,0
1210,Utkarsh,cs15b1520,21,Male,Computer Science,1,7.28,0,1,0
1211,Anvi,el15b1175,20,Female,Electrical,1,8.37,0,0,1
1212,Dhriti,cs15b1408,22,Female,Computer Science,0,6.29,0,1,0
1213,Aaria,cs15b1688,21,Female,Computer Science,1,7.05,1,0,0
1214,Anaya,cv15b1196,23,Female,Civil,0,6.13,0,1,0
1215,Kia,ec15b1015,22,Female,Electronics And Communication,0,6.38,0,0,0
1216,Mohindra,it15b1351,21,Male,Information Technology,1,6.19,0,0,0
1217,Eswar,cs15b1565,19,Male,Computer Science,0,9.44,0,1,1
1218,Srinivas,cs15b1699,20,Male,Computer Science,1,7.25,0,0,0
1219,Rianka,it15b1147,22,Female,Information Technology,1,8.16,0,0,1
1220,Alisha,cv15b1176,24,Female,Civil,0,8.41,1,0,1
1221,Anvi,cv15b1255,20,Female,Civil,1,7.37,0,0,0
1222,Pratul,el15b1046,21,Male,Electrical,3,7.16,0,0,1
1223,Aadya,ec15b1057,21,Female,Electronics And Communication,0,8.14,0,0,1
1224,Vanya,cs15b1159,21,Female,Computer Science,2,7.3,0,0,1
1225,Hitesh,me15b1309,21,Male,Mechanical,1,6.11,1,1,0
1226,Sambhunath,el15b1239,21,Male,Electrical,0,5.12,1,0,0
1227,Anshita,ec15b1269,22,Female,Electronics And Communication,1,8.48,1,1,1
1228,Kalanidhi,it15b1054,21,Male,Information Technology,2,6.34,1,0,1
1229,Abhijit,it15b1572,22,Male,Information Technology,2,8.39,0,0,1
1230,Dhriti,cs15b1765,21,Female,Computer Science,2,8.12,0,0,1
1231,Ritwik,me15b1132,22,Male,Mechanical,0,7.14,1,0,0
1232,Munish,cv15b1017,21,Male,Civil,1,6.1,0,0,1
1233,Aniket,cv15b1174,20,Male,Civil,1,6.45,1,0,1
1234,Hiten,me15b1135,22,Male,Mechanical,1,8.35,1,0,1
1235,Vallabhbhai,me15b1207,22,Male,Mechanical,0,6.29,1,0,0
1236,Satish,cs15b1435,22,Male,Computer Science,0,6.26,0,0,0
1237,Tarsem,it15b1059,21,Male,Information Technology,0,8.19,0,0,1
1238,Pankaj,cv15b1304,20,Male,Civil,1,8.03,0,0,1
1239,Eswar,me15b1382,21,Male,Mechanical,1,7.02,1,0,0
1240,Rahul,ec15b1142,21,Male,Electronics And Communication,1,8.41,0,0,1
1241,Surinder,cs15b1303,22,Male,Computer Science,1,9.11,0,0,1
1242,Dileesh,me15b1164,21,Male,Mechanical,0,9.38,1,1,1
1243,Rajendra,it15b1521,21,Male,Information Technology,0,7.22,0,0,0
1244,Nagaraj,cs15b1701,20,Male,Computer Science,1,8.12,0,0,1
1245,Aanvi,cs15b1496,22,Female,Computer Science,0,7.32,0,0,0
1246,Tara,cs15b1061,22,Female,Computer Science,2,8.19,0,0,1
1247,Aria,ec15b1067,22,Female,Electronics And Communication,0,8.02,0,0,1
1248,Naveen,it15b1294,21,Male,Information Technology,0,9.06,0,0,1
1249,Arnab,it15b1610,21,Male,Information Technology,1,8.46,0,0,1
1250,Aanvi,cv15b1222,22,Female,Civil,1,7.08,0,0,0
1251,Rahil,me15b1214,21,Male,Mechanical,0,7.14,1,0,0
1252,Aairah,it15b1602,20,Female,Information Technology,2,6.34,0,0,1
1253,Ranganath,it15b1045,21,Male,Information Technology,1,6.09,0,0,0
1254,Keshav,el15b1215,21,Male,Electrical,1,7.38,1,1,1
1255,Niyati,it15b1079,22,Female,Information Technology,0,6.48,0,0,1
1256,Vallabhbhai,cv15b1306,23,Male,Civil,0,7.49,0,0,0
1257,Harilal,me15b1074,22,Male,Mechanical,0,8.2,1,0,1
1258,Aarya,me15b1138,21,Female,Mechanical,1,6.17,1,0,0
1259,Nadeem,ec15b1117,21,Male,Electronics And Communication,2,6.43,0,0,1
1260,Debabrata,el15b1220,19,Male,Electrical,2,6.16,0,1,0
1261,Ajit,el15b1231,21,Male,Electrical,0,7.28,0,0,0
1262,Anjali,it15b1001,22,Female,Information Technology,1,6.37,0,0,1
1263,Srinivas,cv15b1030,21,Male,Civil,1,7.49,0,0,0
1264,Kalpesh,it15b1042,24,Male,Information Technology,1,6.49,0,0,1
1265,Narendra,el15b1277,20,Male,Electrical,0,8.32,0,1,1
1266,Amara,cs15b1645,20,Female,Computer Science,1,6.32,0,0,0
1267,Namik,ec15b1264,22,Male,Electronics And Communication,1,7.1,0,0,0
1268,Neeraj,me15b1345,22,Male,Mechanical,1,6.34,0,0,0
1269,Inaya,it15b1363,22,Female,Information Technology,0,7.38,0,0,0
1270,Manmohan,it15b1225,22,Male,Information Technology,1,7.25,0,1,1
1271,Anusha,el15b1123,21,Female,Electrical,1,6.19,0,0,0
1272,Tanisha,it15b1039,24,Female,Information Technology,1,7.31,0,0,1
1273,Bhavesh,it15b1145,21,Male,Information Technology,2,6.26,0,0,1
1274,Aadhira,me15b1369,21,Female,Mechanical,1,6.08,1,0,0
1275,Muthuswamy,el15b1252,21,Male,Electrical,1,7.25,0,0,1
1276,Sarit,me15b1178,21,Male,Mechanical,1,7.43,1,0,0
1277,Yashi,cs15b1692,20,Female,Computer Science,0,7.46,1,0,0
1278,Amara,it15b1305,22,Female,Information Technology,0,7.02,0,0,0
1279,Vidyut,cs15b1264,21,Male,Computer Science,2,8.24,0,1,1
1280,Jadunath,it15b1396,20,Male,Information Technology,1,7.36,0,0,1
1281,Anvi,ec15b1341,19,Female,Electronics And Communication,0,8.22,0,0,1
1282,Ananya,it15b1563,19,Female,Information Technology,2,7.02,0,0,1
1283,Aarushi,cs15b1172,22,Female,Computer Science,0,6.16,0,0,0
1284,Anvi,it15b1235,22,Female,Information Technology,2,8.44,0,0,1
1285,Varghese,it15b1617,21,Male,Information Technology,0,7.37,0,0,0
1286,Pramod,ec15b1339,22,Male,Electronics And Communication,1,6.08,0,0,0
1287,Eswar,it15b1127,22,Male,Information Technology,0,8.36,0,1,1
1288,Yogesh,el15b1185,20,Male,Electrical,0,7.42,0,0,0
1289,Jayachandran,cs15b1543,20,Male,Computer Science,1,6.03,0,0,0
1290,Rahul,el15b1156,22,Male,Electrical,0,6.1,0,0,0
1291,Nitesh,ec15b1107,23,Male,Electronics And Communication,1,6.32,1,1,0
1292,Anvika,el15b1264,21,Female,Electrical,0,8.13,0,0,1
1293,Anisha,it15b1111,21,Female,Information Technology,1,8.04,0,0,1
1294,Riva,ec15b1390,20,Female,Electronics And Communication,0,8.08,0,0,1
1295,Maulik,ec15b1056,22,Male,Electronics And Communication,0,7.15,0,0,0
1296,Kaushal,it15b1428,20,Male,Information Technology,0,8.08,0,0,1
1297,Anvi,el15b1216,20,Female,Electrical,0,8.45,0,1,1
1298,Kavya,ec15b1415,21,Female,Electronics And Communication,0,7.44,0,0,1
1299,Prataprao,cs15b1458,20,Male,Computer Science,1,6.24,0,0,0
1300,Bhagwant,cv15b1092,22,Male,Civil,0,6.11,0,0,0
1301,Aditya,el15b1128,22,Male,Electrical,2,8.27,0,0,1
1302,Uday,cs15b1768,21,Male,Computer Science,0,7.46,0,1,0
1303,Ramakant,cs15b1010,22,Male,Computer Science,1,7.29,0,0,0
1304,Harsh,cs15b1578,21,Male,Computer Science,1,6.08,0,0,1
1305,Aanya,ec15b1160,22,Female,Electronics And Communication,1,7.44,1,1,0
1306,Anusha,cv15b1189,23,Female,Civil,1,6.13,0,1,0
1307,Amara,it15b1312,22,Female,Information Technology,1,9.18,1,0,1
1308,Ranbir,it15b1219,22,Male,Information Technology,1,6.24,0,0,1
1309,Upendra,it15b1487,22,Male,Information Technology,1,8.32,0,0,1
1310,Ishani,el15b1293,21,Female,Electrical,1,9.12,0,0,1
1311,Mohindra,it15b1080,22,Male,Information Technology,0,8.31,0,0,1
1312,Aarna,el15b1244,19,Female,Electrical,0,7.49,0,0,0
1313,Kazi,ec15b1305,22,Male,Electronics And Communication,1,6.24,0,0,0
1314,Anusha,ec15b1076,22,Female,Electronics And Communication,1,7.12,0,1,0
1315,Avni,it15b1565,19,Female,Information Technology,2,8.14,0,0,1
1316,Ramesh,cs15b1400,23,Male,Computer Science,0,7.44,1,1,0
1317,Dnyandeo,cv15b1247,21,Male,Civil,0,7.38,0,0,0
1318,Suneet,cs15b1020,22,Male,Computer Science,2,9.2,0,0,1
1319,Jaipal,el15b1113,22,Male,Electrical,0,6.43,0,0,0
1320,Tarsem,it15b1456,22,Male,Information Technology,2,6.28,0,0,1
1321,Dnyandeo,it15b1374,21,Male,Information Technology,1,8.03,0,0,1
1322,Dhriti,ec15b1162,21,Female,Electronics And Communication,1,8.36,1,1,1
1323,Aadhira,it15b1639,20,Female,Information Technology,2,8.44,0,0,1
1324,Akhil,it15b1184,21,Male,Information Technology,0,6.32,0,0,1
1325,Thoiba,cs15b1606,21,Male,Computer Science,0,6.02,0,0,0
1326,Arun,cs15b1092,22,Male,Computer Science,2,7.1,1,0,1
1327,Debabrata,me15b1229,24,Male,Mechanical,1,7.37,0,0,1
1328,Muthuswamy,it15b1491,21,Male,Information Technology,0,6.39,0,1,0
1329,Sivaprasad,cs15b1466,24,Male,Computer Science,0,6.47,0,0,1
1330,Rohit,cs15b1017,21,Male,Computer Science,2,9.16,0,1,1
1331,Ananya,cs15b1333,25,Female,Computer Science,0,7.21,1,0,0
1332,Navya,it15b1569,22,Female,Information Technology,0,6.41,0,0,0
1333,Pankaj,cs15b1042,22,Male,Computer Science,1,5.25,0,0,0
1334,Devang,ec15b1016,24,Male,Electronics And Communication,1,6.37,0,1,1
1335,Aadya,it15b1583,22,Female,Information Technology,0,6.19,0,1,0
1336,Amrutlal,it15b1330,21,Male,Information Technology,0,7.46,0,1,0
1337,Araina,me15b1035,21,Female,Mechanical,0,6.21,1,1,1
1338,Phani,ec15b1127,22,Male,Electronics And Communication,0,8.46,0,0,1
1339,Myra,el15b1305,21,Female,Electrical,0,8.16,0,0,1
1340,Narendra,ec15b1228,21,Male,Electronics And Communication,0,8.41,0,0,1
1341,Anurag,cs15b1211,22,Male,Computer Science,1,8.1,0,0,1
1342,Nysa,cs15b1046,22,Female,Computer Science,1,5.34,0,0,0
1343,Devendra,el15b1219,20,Male,Electrical,1,6.23,0,0,0
1344,Amaya,cs15b1745,21,Female,Computer Science,1,7.25,0,0,0
1345,Dipankar,el15b1003,22,Male,Electrical,1,8.16,0,0,1
1346,Adhar,me15b1049,21,Male,Mechanical,1,6.28,1,1,0
1347,Anaisha,it15b1657,23,Female,Information Technology,0,7.31,0,1,0
1348,Kiara,cs15b1155,21,Female,Computer Science,0,7.38,0,1,0
1349,Ankit,cs15b1151,21,Male,Computer Science,1,7.24,0,0,0
1350,Hitendra,el15b1270,21,Male,Electrical,1,6.41,0,0,0
1351,Tanisha,me15b1225,23,Female,Mechanical,1,7.34,1,0,1
1352,Harish,cv15b1056,21,Male,Civil,2,6.23,1,0,1
1353,Amara,cv15b1162,22,Female,Civil,1,8.23,0,1,1
1354,Aadya,ec15b1006,22,Female,Electronics And Communication,0,8.0,0,1,1
1355,Ajit,cs15b1037,24,Male,Computer Science,1,7.31,0,0,1
1356,Girish,it15b1218,22,Male,Information Technology,0,6.22,0,0,1
1357,Ammar,cs15b1089,22,Male,Computer Science,0,8.41,0,0,1
1358,Aiza,me15b1104,23,Female,Mechanical,0,7.03,1,0,0
1359,Ankit,ec15b1060,21,Male,Electronics And Communication,2,7.28,0,0,1
1360,Karthikeyan,cs15b1258,22,Male,Computer Science,2,6.07,1,0,1
1361,Pratik,cv15b1270,22,Male,Civil,1,8.4,0,0,1
1362,Nana,it15b1395,22,Male,Information Technology,0,7.38,0,0,1
1363,Jadunath,cs15b1669,20,Male,Computer Science,1,8.08,0,0,1
1364,Nitesh,cs15b1310,21,Male,Computer Science,0,9.29,0,0,1
1365,Navya,it15b1666,22,Female,Information Technology,0,6.11,0,0,0
1366,Vinay,ec15b1302,22,Male,Electronics And Communication,1,7.43,1,1,1
1367,Harjit,el15b1026,22,Male,Electrical,1,7.03,0,0,0
1368,Satyadev,it15b1426,22,Male,Information Technology,0,5.31,0,0,0
1369,Sundar,me15b1108,22,Male,Mechanical,0,8.21,1,0,1
1370,Anaisha,it15b1405,21,Female,Information Technology,1,8.11,0,0,1
1371,Anupam,cs15b1190,26,Male,Computer Science,1,9.07,0,0,1
1372,Mohindra,me15b1216,23,Male,Mechanical,0,7.02,0,0,0
1373,Anushka,it15b1461,23,Female,Information Technology,0,7.44,0,0,0
1374,Bellamkonda,me15b1047,22,Male,Mechanical,0,7.31,0,0,0
1375,Sunil,me15b1286,20,Male,Mechanical,0,8.36,1,0,1
1376,Aniket,ec15b1138,21,Male,Electronics And Communication,2,6.39,0,0,1
1377,Ahaana,el15b1091,22,Female,Electrical,1,6.25,0,0,0
1378,Tithira,me15b1025,21,Female,Mechanical,0,8.11,0,0,1
1379,Mansukh,el15b1257,19,Male,Electrical,0,6.31,0,0,0
1380,Sourav,cs15b1734,21,Male,Computer Science,2,6.14,1,0,1
1381,Shekhar,el15b1060,22,Male,Electrical,1,6.01,1,1,0
1382,Tithira,it15b1256,22,Female,Information Technology,1,7.18,0,1,1
1383,Sara,me15b1081,22,Female,Mechanical,0,7.37,1,0,0
1384,Ayaz,ec15b1087,21,Male,Electronics And Communication,0,8.47,0,0,1
1385,Nitish,cv15b1281,21,Male,Civil,1,6.32,0,0,0
1386,Araya,cv15b1097,21,Female,Civil,0,8.3,1,0,1
1387,Yogeshwar,me15b1343,22,Male,Mechanical,0,8.2,0,0,1
1388,Birendra,cs15b1750,23,Male,Computer Science,1,8.4,1,0,1
1389,Tara,ec15b1222,20,Female,Electronics And Communication,0,8.39,0,0,1
1390,Jalaj,it15b1028,23,Male,Information Technology,1,7.18,0,0,1
1391,Saisha,cs15b1448,22,Female,Computer Science,0,6.11,0,0,0
1392,Srinivas,it15b1176,22,Male,Information Technology,1,6.08,0,0,1
1393,Inaya,cs15b1402,20,Female,Computer Science,2,7.26,0,0,0
1394,Sambhunath,ec15b1389,20,Male,Electronics And Communication,1,7.08,1,1,0
1395,Nia,it15b1348,22,Female,Information Technology,0,7.08,0,1,0
1396,Pratik,me15b1194,26,Male,Mechanical,0,6.4,1,0,1
1397,Anaya,cs15b1380,24,Female,Computer Science,1,8.18,0,0,1
1398,Amaya,cv15b1047,22,Female,Civil,1,8.3,0,0,1
1399,Riva,it15b1010,21,Female,Information Technology,2,7.09,0,0,1
1400,Aniruddha,me15b1168,22,Male,Mechanical,2,9.21,1,0,1
1401,Anisha,cs15b1521,22,Female,Computer Science,0,8.35,0,0,1
1402,Naranbhai,it15b1400,22,Male,Information Technology,1,7.3,0,0,1
1403,Yash,it15b1349,21,Male,Information Technology,2,8.39,0,0,1
1404,Riya,cv15b1185,21,Female,Civil,0,7.07,1,1,0
1405,Ganesh,ec15b1101,21,Male,Electronics And Communication,0,6.47,0,0,0
1406,Ajinkya,it15b1229,22,Male,Information Technology,0,7.43,0,0,1
1407,Yashika,cs15b1044,21,Female,Computer Science,0,6.29,0,1,1
1408,Naveen,el15b1126,21,Male,Electrical,1,8.19,0,1,1
1409,Aisha,it15b1469,20,Female,Information Technology,1,8.04,0,0,1
1410,Samaira,ec15b1331,20,Female,Electronics And Communication,1,6.41,1,1,0
1411,Amaira,me15b1247,21,Female,Mechanical,1,5.5,1,0,0
1412,Bali,cv15b1164,22,Male,Civil,1,6.34,0,0,0
1413,Ashu,cs15b1173,22,Male,Computer Science,2,7.49,0,0,0
1414,Saina,cs15b1460,24,Female,Computer Science,2,6.25,0,0,1
1415,Rajiv,me15b1336,22,Male,Mechanical,1,7.44,1,0,0
1416,Aseem,cs15b1598,20,Male,Computer Science,0,7.27,1,0,0
1417,Avisha,cs15b1423,24,Female,Computer Science,1,7.15,0,0,0
1418,Hitesh,it15b1490,21,Male,Information Technology,0,8.39,0,0,1
1419,Ranbir,it15b1549,19,Male,Information Technology,1,7.22,0,0,0
1420,Pranay,el15b1255,19,Male,Electrical,1,7.5,0,0,1
1421,Aaria,cs15b1331,26,Female,Computer Science,1,7.17,0,0,0
1422,Ariya,cs15b1346,26,Female,Computer Science,1,6.49,0,0,1
1423,Jawahar,me15b1338,22,Male,Mechanical,0,6.26,1,1,0
1424,Mehar,me15b1267,21,Male,Mechanical,0,7.24,1,0,0
1425,Maira,ec15b1012,21,Female,Electronics And Communication,0,8.28,0,0,1
1426,Surinder,cs15b1503,19,Male,Computer Science,1,8.16,0,0,1
1427,Biju,cs15b1317,21,Male,Computer Science,1,9.09,0,0,1
1428,Venkata Swamy,it15b1623,20,Male,Information Technology,0,8.02,0,0,1
1429,Srinivas,cs15b1420,23,Male,Computer Science,1,8.28,0,0,1
1430,Krishnappa,el15b1164,21,Male,Electrical,0,8.49,0,0,1
1431,Anvi,it15b1055,22,Female,Information Technology,1,6.37,0,0,0
1432,Anika,it15b1593,21,Female,Information Technology,0,7.19,0,0,0
1433,Aniruddha,ec15b1377,20,Male,Electronics And Communication,2,7.11,0,0,1
1434,Baltej,it15b1502,22,Male,Information Technology,2,6.18,0,0,1
1435,Nibaran,cs15b1597,21,Male,Computer Science,1,8.33,0,0,1
1436,Amaira,el15b1317,21,Female,Electrical,1,8.2,0,0,1
1437,Ganesh,it15b1424,24,Male,Information Technology,0,6.49,0,0,1
1438,Aniruddha,me15b1367,21,Male,Mechanical,0,7.25,1,0,0
1439,Rinjish,me15b1380,20,Male,Mechanical,0,9.39,1,1,1
1440,Hitendra,el15b1117,21,Male,Electrical,1,6.1,0,0,0
1441,Viara,me15b1075,22,Female,Mechanical,0,8.47,1,0,1
1442,Nitish,cs15b1368,21,Male,Computer Science,1,6.02,0,0,0
1443,Satyadev,it15b1385,23,Male,Information Technology,0,5.38,0,0,0
1444,Kulasekhara,ec15b1336,22,Male,Electronics And Communication,1,6.24,0,0,0
1445,Ranganath,ec15b1385,20,Male,Electronics And Communication,0,7.06,0,0,1
1446,Prakash,cs15b1725,20,Male,Computer Science,1,7.37,0,0,0
1447,Vinay,cs15b1580,22,Male,Computer Science,1,6.23,1,0,0
1448,Dhriti,it15b1103,22,Female,Information Technology,0,7.01,0,0,0
1449,Amaira,cs15b1554,21,Female,Computer Science,0,6.49,0,0,0
1450,Eswar,it15b1040,24,Male,Information Technology,0,5.11,0,0,1
1451,Sriram,it15b1475,20,Male,Information Technology,1,7.17,1,0,1
1452,Kirpa,ec15b1105,23,Male,Electronics And Communication,0,9.32,0,0,1
1453,Bibek,it15b1185,22,Male,Information Technology,0,8.39,0,0,1
1454,Amarsinh,cs15b1434,24,Male,Computer Science,1,7.2,1,0,1
1455,Shanaya,cs15b1700,20,Female,Computer Science,1,8.1,0,0,1
1456,Pari,cs15b1625,22,Female,Computer Science,1,8.2,1,0,1
1457,Dipankar,ec15b1263,20,Male,Electronics And Communication,0,8.03,0,0,1
1458,Rajiv,ec15b1205,23,Male,Electronics And Communication,1,6.44,0,1,1
1459,Aamna,cs15b1472,21,Female,Computer Science,2,6.27,0,0,1
1460,Ishani,it15b1620,21,Female,Information Technology,2,9.15,0,0,1
1461,Diti,cs15b1379,21,Female,Computer Science,1,7.38,1,0,0
1462,Ishi,me15b1146,22,Female,Mechanical,1,6.49,1,0,0
1463,Venkataraman,me15b1293,19,Male,Mechanical,0,6.14,1,0,0
1464,Prabodh Chandra,me15b1198,26,Male,Mechanical,0,7.43,1,0,0
1465,Anvika,el15b1085,26,Female,Electrical,2,8.07,1,0,1
1466,Rakesh,ec15b1061,21,Male,Electronics And Communication,1,6.41,0,1,0
1467,Amara,el15b1259,19,Female,Electrical,1,7.47,0,1,1
1468,Diya,cs15b1175,21,Female,Computer Science,1,6.48,0,0,0
1469,Ravinder,cs15b1556,19,Male,Computer Science,1,7.18,0,0,0
1470,Jawahar,cs15b1629,20,Male,Computer Science,1,8.06,0,0,1
1471,Arya,cs15b1163,21,Female,Computer Science,1,7.36,0,0,0
1472,Anvi,el15b1180,21,Female,Electrical,2,6.12,1,1,1
1473,Harshit,it15b1158,22,Male,Information Technology,0,8.42,0,0,1
1474,Dileesh,cv15b1267,19,Male,Civil,0,8.29,1,1,1
1475,Virat,ec15b1194,21,Male,Electronics And Communication,2,7.34,0,0,1
1476,Akshat,it15b1554,20,Male,Information Technology,0,6.16,0,0,0
1477,Zara,cs15b1696,21,Female,Computer Science,1,8.35,0,0,1
1478,Anupam,it15b1018,22,Male,Information Technology,0,8.11,0,0,1
1479,Rakesh,me15b1423,23,Male,Mechanical,1,7.39,1,0,0
